title,overview,cosine_similarity
(주)아스타,5um 공간 분해능을 가지는 OLED 표면 분석용 LDI-RTOF MS 개발 대한민국 1425115330.0 5um 공간 분해능을 가지는 OLED 표면 분석용 LDI-RTOF MS 개발 백선종EQU OLED 유기소재 구조 및 안정성 분석을 위한 질량 분석 시스템 개발 1415172446.0 2.02e+19 NFEC-2021-11-274343 2021.0 2021.0 P21 산업통상자원부 B10057 전자부품산업기술개발 ZA38558 10113.0 차세대디스플레이기술 110202.0 대면적·초고속·초정밀 디스플레이 소재·공정 및 장비 기술 ED1010 디스플레이 측정/검사장비 nan nan nan nan,"0.46008934082626773,0.4468808241704738,0.4127150010051559,0.3613418753885152,0.141365395867802,0.1375416831590653,0.12417679079258782,0.1072025929021262,0.10455907034965933,0.10241833595963401"
(주)아스타,혈청 내 당쇄 분석에 의한 여성암 표지자의 발굴 및 상용화 가능 진단서비스 체계 개발 대한민국 1425082906.0 혈청 내 당쇄 분석에 의한 여성암 표지자의 발굴 및 상용화 가능 진단서비스 체계 개발 박창원EQU OLED 유기소재 구조 및 안정성 분석을 위한 질량 분석 시스템 개발 1415172446.0 2.02e+19 NFEC-2021-11-274343 2021.0 2021.0 P21 산업통상자원부 B10057 전자부품산업기술개발 ZA38558 10113.0 차세대디스플레이기술 110202.0 대면적·초고속·초정밀 디스플레이 소재·공정 및 장비 기술 ED1010 디스플레이 측정/검사장비 nan nan nan nan,"0.4284332258270665,0.41547380715624793,0.3840326361546646,0.3613418753885152,0.14013274215696758,0.12309401532953797,0.11047603296753893,0.1062678261358983,0.10364735411757364,0.10152528613578475"
(주)아스타,난소암 조기진단을 위한 혈액당마커 진단키트 개발 대한민국 1415140359.0 난소암 조기진단을 위한 혈액당마커 진단키트 개발 박규환EQU OLED 유기소재 구조 및 안정성 분석을 위한 질량 분석 시스템 개발 1415172446.0 2.02e+19 NFEC-2021-11-274343 2021.0 2021.0 P21 산업통상자원부 B10057 전자부품산업기술개발 ZA38558 10113.0 차세대디스플레이기술 110202.0 대면적·초고속·초정밀 디스플레이 소재·공정 및 장비 기술 ED1010 디스플레이 측정/검사장비 nan nan nan nan,"0.5294964353012382,0.48934494248069615,0.46008934082626773,0.4284332258270665,0.17639516163203384,0.15494729066008137,0.1390641287098083,0.1340240446238778,0.1337669560945976,0.1304683794870919"
(주)케이피티유,초정밀 플라스틱 및 다이캐스팅 금형의 나노 하이브리드 코팅 기술개발 대한민국 1425073202.0 초정밀 플라스틱 및 다이캐스팅 금형의 나노 하이브리드 코팅 기술개발 이경명EQU 초정밀 플라스틱 및 다이캐스팅 금형의 나노 하이브리드 코팅 기술개발 1425067052.0 2.01e+19 NFEC-2012-06-164458 2011.0 2011.0 N30 중소기업청 201103013340320A 중소기업기술혁신개발 ZD02025 30414.0 계면 혹은 표면의 나노구조화기술 41600.0 나노 소재·소자기술 I06 열/표면처리 nan nan nan nan,"0.7411898351347526,0.11793550824201052,0.10389736576886369,0.10322955628889391,0.10121182425621914,0.09271650376308345,0.0868127281862023,0.08590512006104324,0.08295292028529312,0.08224035214903448"
(주)케이피티유,초정밀 플라스틱 및 다이캐스팅 금형의 나노 하이브리드 코팅 기술개발 대한민국 1425073202.0 초정밀 플라스틱 및 다이캐스팅 금형의 나노 하이브리드 코팅 기술개발 이경명EQU 금형 및 부품소재 수명향상을 위한 High Power Diode Laser 표면처리 공정기술 개발 1425049368.0 2.01e+19 NFEC-2009-10-074322 2008.0 2008.0 N30 중소기업청 2.01E+15 중소기업기술혁신개발 ZD02025 30414.0 계면 혹은 표면의 나노구조화기술 41500.0 초미세 장비 및 공정 기술 B5 물리학 nan 광학 nan nan,"0.7411898351347526,0.1019497714164134,0.09798864681528935,0.09658810296789376,0.09646903308447141,0.09617950374689122,0.0960874857328902,0.09485481273338864,0.091422143897143,0.088727118753784"
오영산업(주),스텔스 기능 색소재료 및 적용기술 개발 대한민국 1415125220.0 스텔스 기능 색소재료 및 적용기술 개발 정진욱EQU 제반견뢰도가 우수한 Non-Constrast 형 반응성 염료 개발 1425069785.0 2.01e+19 NFEC-2012-03-159356 2011.0 2011.0 N30 중소기업청 S2011 중소기업기술혁신개발사업 ZC04146 50312.0 환경친화형소재(Eco-material)개발기술 30400.0 환경친화적인 소재·제품 및 공정기술 C02 유기화학 nan nan nan nan,"0.6396347355907849,0.553401947275853,0.5123187745899134,0.4317990478612353,0.3112244876200115,0.20470081576350824,0.17783823023150067,0.14208692110453308,0.13902889975516003,0.13604671242961958"
오영산업(주),"스텔스 기능 색소재료 및 적용기술 개발 대한민국 1415125220.0 스텔스 기능 색소재료 및 적용기술 개발 정진욱EQU 스텔스 기능 색소재료 및 적용기술 개발 1415125220.0 2.01e+19 NFEC-2013-11-183834 2013.0 2012.0 N38 지식경제부 U10008 산업소재원천기술개발 ZC04146 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 41900.0 고기능 고분자 소재 기술 C02 유기화학 nan nan nan nan","0.6822371322468385,0.6396347355907849,0.5905278994759534,0.5540182157888031,0.19717710669460947,0.18749937493748992,0.17488665144306823,0.16955781808152076,0.16937059106520577,0.16805929989141075"
오영산업(주),스텔스 기능 색소재료 및 적용기술 개발 대한민국 1415125220.0 스텔스 기능 색소재료 및 적용기술 개발 정진욱EQU 친환경 에너지절감을 위한 고(高)고착율 반응성염료 개발 1415135438.0 2.02e+19 NFEC-2015-05-202092 2014.0 2014.0 P21 산업통상자원부 U10714 글로벌전문기술개발(주력및신산업) ZC04146 50312.0 환경친화형소재(Eco-material)개발기술 10505.0 첨단소재 기술(기능성 유기소재) EC05 정밀화학 EC08 염색가공 nan nan,"0.5540182157888031,0.553401947275853,0.5429864801253066,0.39987908868700184,0.23532304872884433,0.1377810838092431,0.11801783035206138,0.09986223970291393,0.0945223761667587,0.08675746556983702"
오영산업(주),"스텔스 기능 색소재료 및 적용기술 개발 대한민국 1415125220.0 스텔스 기능 색소재료 및 적용기술 개발 정진욱EQU Green 및 Red color Hybrid Color Resist용 고성능 염료개발 1415123447.0 2.01e+19 NFEC-2013-06-179480 2012.0 2012.0 N38 지식경제부 U10008 산업소재원천기술개발 ZC04146 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 12700.0 차세대 디스플레이 기술 J0505 염/안료 및 중간체 J0514 전자산업용 정밀화학소재 nan nan","0.6822371322468385,0.6045528707983293,0.4317990478612353,0.39987908868700184,0.39554048378054835,0.153121303536481,0.1529522258429852,0.1433464451150936,0.14148752521603714,0.1400862966344451"
오영산업(주),광이색성(Photochromism) 현상이 적은 신규 Golden Yellow 반응성염료의 개발 대한민국 1415110178.0 광이색성 현상이 적은 신규 Golden Yellow 반응성염료의 개발 정진욱EQU 제반견뢰도가 우수한 Non-Constrast 형 반응성 염료 개발 1425069785.0 2.01e+19 NFEC-2012-03-159356 2011.0 2011.0 N30 중소기업청 S2011 중소기업기술혁신개발사업 ZC04146 50312.0 환경친화형소재(Eco-material)개발기술 30400.0 환경친화적인 소재·제품 및 공정기술 C02 유기화학 nan nan nan nan,"0.6602927755904165,0.6592798557143689,0.5588250952283126,0.5123187745899134,0.17769423447324303,0.1543756826918141,0.14561430374750156,0.1377810838092431,0.1233411141042996,0.1180978020415504"
오영산업(주),"광이색성(Photochromism) 현상이 적은 신규 Golden Yellow 반응성염료의 개발 대한민국 1415110178.0 광이색성 현상이 적은 신규 Golden Yellow 반응성염료의 개발 정진욱EQU 스텔스 기능 색소재료 및 적용기술 개발 1415125220.0 2.01e+19 NFEC-2013-11-183834 2013.0 2012.0 N38 지식경제부 U10008 산업소재원천기술개발 ZC04146 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 41900.0 고기능 고분자 소재 기술 C02 유기화학 nan nan nan nan","0.7072531513969743,0.6592798557143689,0.5905278994759534,0.5842639287525984,0.39554048378054835,0.3112244876200115,0.23532304872884433,0.19480362632876577,0.18169955984633357,0.17616313572077436"
오영산업(주),광이색성(Photochromism) 현상이 적은 신규 Golden Yellow 반응성염료의 개발 대한민국 1415110178.0 광이색성 현상이 적은 신규 Golden Yellow 반응성염료의 개발 정진욱EQU 친환경 에너지절감을 위한 고(高)고착율 반응성염료 개발 1415135438.0 2.02e+19 NFEC-2015-05-202092 2014.0 2014.0 P21 산업통상자원부 U10714 글로벌전문기술개발(주력및신산업) ZC04146 50312.0 환경친화형소재(Eco-material)개발기술 10505.0 첨단소재 기술(기능성 유기소재) EC05 정밀화학 EC08 염색가공 nan nan,"0.6602927755904165,0.5842639287525984,0.5429864801253066,0.5305813733522488,0.13902889975516003,0.1224633933255785,0.10988232690812802,0.10337532283795241,0.09923558374668358,0.0974418135741586"
오영산업(주),"광이색성(Photochromism) 현상이 적은 신규 Golden Yellow 반응성염료의 개발 대한민국 1415110178.0 광이색성 현상이 적은 신규 Golden Yellow 반응성염료의 개발 정진욱EQU Green 및 Red color Hybrid Color Resist용 고성능 염료개발 1415123447.0 2.01e+19 NFEC-2013-06-179480 2012.0 2012.0 N38 지식경제부 U10008 산업소재원천기술개발 ZC04146 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 12700.0 차세대 디스플레이 기술 J0505 염/안료 및 중간체 J0514 전자산업용 정밀화학소재 nan nan","0.7072531513969743,0.6045528707983293,0.5588250952283126,0.5305813733522488,0.19717710669460947,0.13656772319178265,0.1364169240860414,0.12784960149153954,0.12619164500640848,0.12494189991777892"
(주)썬테크,고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 대한민국 1425102944.0 고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 정학균EQU 저낙차 소수력 발전용 30kW급 gearless모듈형 다극 영구자석 발전기 개발 1415132259.0 2.02e+19 NFEC-2016-01-207332 2014.0 2013.0 P21 산업통상자원부 2.15E+22 신재생에너지융합원천기술개발(전력기금) ZA37229 50218.0 기타 에너지기술 31500.0 미활용에너지 이용기술 EF0605 소수력 ED0301 발전기/전동기 및 제어 nan nan,"0.7342545260151063,0.5885253315791237,0.47553802749793506,0.4694210101393508,0.3558351013812568,0.12937855453637265,0.09536982108199665,0.09404687724467607,0.09358780529102159,0.0934387242614734"
(주)썬테크,고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 대한민국 1425102944.0 고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 정학균EQU 고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 1425094829.0 2.02e+19 NFEC-2016-03-208397 2016.0 2015.0 P48 중소기업청 S5120 지역강소기업경쟁력강화(2단계) ZA37229 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 50205.0 기반시설 기능유지 및 복구·복원기술 ED0301 발전기/전동기 및 제어 nan nan nan nan,"0.7342545260151063,0.684583583456722,0.5614606628402994,0.15415626999329518,0.14015752763207273,0.12028632567399233,0.12009471514080068,0.1139286455540168,0.11158337860606952,0.11112623381157427"
(주)썬테크,영구자석 발전기 최적전압 형성을 위한 모니터링일체형 제어기개발 대한민국 1425094913.0 영구자석발전기 최적 전압 형성을 위한 모니터링 일체형 제어기 개발 조종현EQU 저낙차 소수력 발전용 30kW급 gearless모듈형 다극 영구자석 발전기 개발 1415132259.0 2.02e+19 NFEC-2016-01-207332 2014.0 2013.0 P21 산업통상자원부 2.15E+22 신재생에너지융합원천기술개발(전력기금) ZA37229 50218.0 기타 에너지기술 31500.0 미활용에너지 이용기술 EF0605 소수력 ED0301 발전기/전동기 및 제어 nan nan,"0.5885253315791237,0.5849547081582809,0.5288046221099335,0.15415626999329518,0.14289410824746704,0.08781321987507171,0.0699238405612155,0.06915898728079849,0.06912423842045178,0.06911508949949521"
(주)썬테크,영구자석 발전기 최적전압 형성을 위한 모니터링일체형 제어기개발 대한민국 1425094913.0 영구자석발전기 최적 전압 형성을 위한 모니터링 일체형 제어기 개발 조종현EQU 고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 1425094829.0 2.02e+19 NFEC-2016-03-208397 2016.0 2015.0 P48 중소기업청 S5120 지역강소기업경쟁력강화(2단계) ZA37229 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 50205.0 기반시설 기능유지 및 복구·복원기술 ED0301 발전기/전동기 및 제어 nan nan nan nan,"0.684583583456722,0.5849547081582809,0.5072653248614775,0.47553802749793506,0.17365297154197293,0.11749297564382129,0.11509551440439161,0.10932826839013837,0.10486047487848071,0.10215842914109147"
(주)썬테크,금형 형상 최적화를 이용한 비조질강 타이로드 냉간 단조공정 설계기술 개발 대한민국 1425132427.0 금형 형상 최적화를 이용한 비조질강 타이로드 냉간 단조공정 설계기술 개발 유해구EQU 저낙차 소수력 발전용 30kW급 gearless모듈형 다극 영구자석 발전기 개발 1415132259.0 2.02e+19 NFEC-2016-01-207332 2014.0 2013.0 P21 산업통상자원부 2.15E+22 신재생에너지융합원천기술개발(전력기금) ZA37229 50218.0 기타 에너지기술 31500.0 미활용에너지 이용기술 EF0605 소수력 ED0301 발전기/전동기 및 제어 nan nan,"0.6876905568438763,0.5288046221099335,0.4694210101393508,0.17365297154197293,0.1139286455540168,0.09138495298993336,0.06944437053000159,0.06453452552384897,0.06365962328090248,0.06186629539592786"
(주)썬테크,금형 형상 최적화를 이용한 비조질강 타이로드 냉간 단조공정 설계기술 개발 대한민국 1425132427.0 금형 형상 최적화를 이용한 비조질강 타이로드 냉간 단조공정 설계기술 개발 유해구EQU 고효율 전력 공급을 위한 여자기 구조 변경 및 저전류 제어 시스템 개발 1425094829.0 2.02e+19 NFEC-2016-03-208397 2016.0 2015.0 P48 중소기업청 S5120 지역강소기업경쟁력강화(2단계) ZA37229 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 50205.0 기반시설 기능유지 및 복구·복원기술 ED0301 발전기/전동기 및 제어 nan nan nan nan,"0.6876905568438763,0.5614606628402994,0.5072653248614775,0.3558351013812568,0.14289410824746704,0.09374468744101234,0.09289616042194107,0.09232542233326829,0.08968627248645861,0.0866110515116029"
(주)원,"신용카드 승인정보기반 프로세스 마이닝 시스템 대한민국 1425077077.0 신용카드 승인정보기반 프로세스 마이닝 시스템 박정철EQU 스마트폰 통합 결제 시스템 구축을 위한 전자고지결제(EBPP), NFC 전자결제용 시스템 구축을 위해 NFC와 RF카드간 연동 기술과 다종 디바이스 연동 PUSH기술을 사용한 스마트폰 통합결제 원천 솔루션 개발 1415117573.0 2.01e+19 NFEC-2012-03-160868 2011.0 2011.0 N38 지식경제부 W00213 글로벌전문기술개발(정보통신) ACA1313 10313.0 전자상거래 기술 11200.0 전자금융기술 L10 U-컴퓨팅 nan nan nan nan","0.7563754175382253,0.6646121936610887,0.5834790960505861,0.11137716935634295,0.11137716935634295,0.1099699022526976,0.0975897380085937,0.08845653736772642,0.08664922163098634,0.08367510611685719"
