title,overview,cosine_similarity
정보통신산업진흥원,IT통계조사 및 동향분석 대한민국 1415123306.0 2012년 IT통계조사 및 동향분석 지원 이효은EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan,"0.6461939258918649,0.6227431436988474,0.6168335253409569,0.6161724868183238,0.6112036782826558,0.6088123663634021,0.6025555420885415,0.5983277299454013,0.5904119634204588,0.5889111561173406"
정보통신산업진흥원,IT통계조사 및 동향분석 대한민국 1415123306.0 2012년 IT통계조사 및 동향분석 지원 이효은EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan,"0.8073829673128528,0.7617328610963623,0.6168335253409569,0.6157801415884553,0.5399453066595559,0.5296404484027434,0.5277322956644352,0.5248314402994285,0.5096397907171469,0.4962084115175815"
정보통신산업진흥원,IT통계조사 및 동향분석 대한민국 1415123306.0 2012년 IT통계조사 및 동향분석 지원 이효은EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.6288943238852632,0.6186375952363633,0.6157801415884553,0.6112036782826558,0.6029799044730374,0.5963725065496934,0.5899906965146821,0.5856830512801869,0.5833285205970167,0.578718342161962"
정보통신산업진흥원,GCS(Global Creative Software)과제 SW품질확보를 위한 품질활동 관리사업 대한민국 1711042492.0 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 최석원EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan,"0.9304126182846787,0.9240377719916713,0.8692251663238639,0.8470972924323017,0.842702697338019,0.8251802011450454,0.7732583335414823,0.7683505595805019,0.7578510142808732,0.7566395395333275"
정보통신산업진흥원,GCS(Global Creative Software)과제 SW품질확보를 위한 품질활동 관리사업 대한민국 1711042492.0 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 최석원EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan,"0.928164918313467,0.9216155088672914,0.8652326720587311,0.8594928957785765,0.8428947430427376,0.842702697338019,0.7896624288774137,0.784763705697732,0.7734729090201298,0.7688241718534228"
정보통신산업진흥원,GCS(Global Creative Software)과제 SW품질확보를 위한 품질활동 관리사업 대한민국 1711042492.0 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 최석원EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan,"0.9402253617374814,0.9361984289031046,0.8842210939591194,0.8695788658956577,0.7814761397339155,0.7418598810110636,0.7193802752329079,0.7182837078059586,0.7095434685515053,0.6933639580799584"
정보통신산업진흥원,GCS(Global Creative Software)과제 SW품질확보를 위한 품질활동 관리사업 대한민국 1711042492.0 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 최석원EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan,"0.9295752106096783,0.923135104933861,0.867736150243089,0.8594928957785765,0.8455271442900905,0.8251802011450454,0.7895249701647608,0.7844603841689123,0.7567177564999604,0.755469635473948"
정보통신산업진흥원,GCS(Global Creative Software)과제 SW품질확보를 위한 품질활동 관리사업 대한민국 1711042492.0 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 최석원EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.9390007102700406,0.9308829509968894,0.880563399692488,0.8591639220949843,0.7762120564522871,0.7235716910491123,0.7145935152574181,0.7129779729767534,0.7095434685515053,0.6877031086060471"
정보통신산업진흥원,2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 대한민국 1711045122.0 2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 윤지석EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan,"0.8874373128918513,0.8745653919998347,0.8453896284033041,0.7919416179730425,0.7891888148011759,0.7578510142808732,0.7513724025786673,0.7433809885476607,0.7185360445572369,0.7047959271221046"
정보통신산업진흥원,2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 대한민국 1711045122.0 2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 윤지석EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan,"0.8996369072176663,0.8874373128918513,0.8415054768484057,0.8071538297125774,0.7992147884146017,0.7514811399688672,0.7448502897824635,0.7366786477431715,0.7296858508189648,0.7164570128859552"
정보통신산업진흥원,2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 대한민국 1711045122.0 2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 윤지석EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan,"0.858871764303236,0.8071538297125774,0.7901994002892221,0.7891888148011759,0.7814761397339155,0.7808489762502212,0.7757345533223937,0.7708771001459604,0.7301778471588822,0.6400196058944919"
정보통신산업진흥원,2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 대한민국 1711045122.0 2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 윤지석EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan,"0.8996369072176663,0.8745653919998347,0.8439363155945592,0.7910593547901672,0.7901994002892221,0.755469635473948,0.7489339609637696,0.7408749367769276,0.7310107401247382,0.704032645485384"
정보통신산업진흥원,2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 대한민국 1711045122.0 2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 윤지석EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.8566435162703263,0.7992147884146017,0.7919416179730425,0.7910593547901672,0.7808489762502212,0.7762120564522871,0.7730204197489422,0.7627181116807151,0.7185862713539983,0.629182374629945"
정보통신산업진흥원,SaaS 활성화기반구축 대한민국 1711035374.0 SaaS 활성화기반구축 이민우EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan,"0.7406557091935819,0.7135179786116843,0.694566374605547,0.6614217732508381,0.6229588389687241,0.6094288019452936,0.5934526648015926,0.5693613357004338,0.5547550456853027,0.5508944312052704"
정보통신산업진흥원,SaaS 활성화기반구축 대한민국 1711035374.0 SaaS 활성화기반구축 이민우EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan,"0.7673743701755602,0.7406557091935819,0.6758867670792008,0.6359460342273968,0.5957819180013928,0.5807000506257507,0.580477945704305,0.5659753935235058,0.5586875968532503,0.5418298423428198"
정보통신산업진흥원,SaaS 활성화기반구축 대한민국 1711035374.0 SaaS 활성화기반구축 이민우EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan,"0.7505321239633197,0.7140039956605403,0.6576429412975014,0.6508842804248922,0.6463173711985304,0.6383676614447434,0.6377667104897432,0.6361455290163128,0.6342625494762941,0.6320277816780931"
정보통신산업진흥원,SaaS 활성화기반구축 대한민국 1711035374.0 SaaS 활성화기반구축 이민우EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan,"0.7673743701755602,0.7135179786116843,0.6877292580024448,0.6480980357131858,0.592562506607175,0.5812534488867445,0.5759758071314637,0.5593037445263331,0.5465703403929962,0.5445634891198642"
정보통신산업진흥원,SaaS 활성화기반구축 대한민국 1711035374.0 SaaS 활성화기반구축 이민우EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.7421152350359304,0.7087352255530759,0.645620799236926,0.638711980922648,0.6340486114202308,0.6314996441811291,0.6265087583619879,0.6253280638992981,0.6217582756782036,0.6194828562756352"
(주)대우건설,펄스파워를 이용한 확공형 앵커공법 개발 대한민국 1615000088.0 펄스파워를 이용한 확공형 앵커공법 개발 김태훈EQU 에너지 환경 대응형 복합 외피·창호/공조시스템 기술개발 1415095685.0 2.01e+19 NFEC-2011-01-134058 2009.0 2008.0 N38 지식경제부 200807451400301A 에너지자원기술개발 ZA13580 50218.0 기타 에너지기술 41000.0 기존건물 수명연장 기술 O3 에너지·자원 nan 에너지 효율기술 nan nan,"0.7624622181069595,0.6041430829890326,0.5815369739840938,0.5746828086337231,0.5724082873499056,0.5393205034218737,0.5286842466683571,0.5220414043520538,0.5111020774516715,0.508380341551061"
(주)대우건설,펄스파워를 이용한 확공형 앵커공법 개발 대한민국 1615000088.0 펄스파워를 이용한 확공형 앵커공법 개발 김태훈EQU 건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발 1485007933.0 2.01e+19 NFEC-2011-01-135823 2009.0 2009.0 N34 환경부 1 차세대 핵심환경기술개발 ZA13580 50115.0 환경관리·정보 및 시스템기술 30700.0 위해성 관리를 통한 환경보건기술 O05 소음/진동관리 nan nan nan nan,"0.6801355680814931,0.6621699317268895,0.5882454536919848,0.5834412473259967,0.5689843822453712,0.5590340372685033,0.5574773848372255,0.5564878675558005,0.5416915344048258,0.5279575363650374"
(주)대우건설,펄스파워를 이용한 확공형 앵커공법 개발 대한민국 1615000088.0 펄스파워를 이용한 확공형 앵커공법 개발 김태훈EQU 고성능 다기능 콘크리트 개발 및 활용기술 1615000891.0 2.01e+19 NFEC-2011-01-134331 2010.0 2009.0 N17 국토해양부 31 건설기술혁신사업 ZA13580 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 P04 건설시공/재료 nan nan nan nan,"0.6239928088706121,0.5473599088473191,0.5424769828605294,0.5391351862860796,0.5279097403228917,0.5255566055793605,0.5248416864386688,0.5235951153174048,0.5220750125962008,0.5178380904398523"
(주)대우건설,펄스파워를 이용한 확공형 앵커공법 개발 대한민국 1615000088.0 펄스파워를 이용한 확공형 앵커공법 개발 김태훈EQU 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 1415079941.0 2.01e+19 NFEC-2009-10-074531 2007.0 2007.0 38 산업자원부 2.01E+13 신재생에너지기술개발 ZA13580 50216.0 바이오에너지 기술 31600.0 바이오에너지기술 O5 에너지·자원 nan 신·재생에너지 nan nan,"0.6539943884474401,0.6534677585546221,0.5797634676990915,0.5749551436338182,0.5701305126079528,0.561923857150685,0.5563350439436249,0.5533265366467004,0.5505549850469951,0.5332450790553823"
(주)대우건설,펄스파워를 이용한 확공형 앵커공법 개발 대한민국 1615000088.0 펄스파워를 이용한 확공형 앵커공법 개발 김태훈EQU 저에너지 건물 구현을 위한 융복합기술 실증사업 1415114738.0 2.01e+19 NFEC-2011-11-150594 2011.0 2010.0 N38 지식경제부 200807451400301A 에너지자원기술개발지원 ZA13580 50211.0 에너지소재 기술 31300.0 에너지 소재기술 M05 전력IT nan nan nan nan,"0.5857667335925413,0.5815369739840938,0.5754296414025086,0.5506269947464721,0.5279097403228917,0.5088856080127924,0.4992566426639583,0.49724251085663695,0.4964869204931523,0.49299362332336105"
(주)대우건설,펄스파워를 이용한 확공형 앵커공법 개발 대한민국 1615000088.0 펄스파워를 이용한 확공형 앵커공법 개발 김태훈EQU 수영용수 수준의 하수 고도처리를 위한 I3 system 실용화 1480002535.0 2.01e+19 NFEC-2011-01-133924 2006.0 2006.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50113.0 수질오염처리 및 재이용기술 30200.0 수질관리 및 수자원 확보기술 N2 환경 nan 환경오염제어·관리기술 nan nan,"0.6546264176449949,0.6138344010117893,0.5804445033397442,0.5756377929081345,0.5606636664435746,0.557046922769432,0.5512430620322393,0.5492821673332117,0.5463389198390339,0.5386230381887055"
(주)대우건설,펄스파워를 이용한 확공형 앵커공법 개발 대한민국 1615000088.0 펄스파워를 이용한 확공형 앵커공법 개발 김태훈EQU (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 1415104261.0 2.01e+19 NFEC-2011-01-135822 2009.0 2009.0 N38 지식경제부 U40005 에너지자원기술개발지원 ZA13580 50218.0 기타 에너지기술 41000.0 기존건물 수명연장 기술 M99 기타 에너지/자원 nan nan nan nan,"0.7624622181069595,0.6237552421730314,0.5857667335925413,0.5822853754358359,0.5599572896345684,0.5391351862860796,0.5175217576799548,0.5168346037894617,0.5087530196712846,0.5054820849849772"
(주)대우건설,펄스파워를 이용한 확공형 앵커공법 개발 대한민국 1615000088.0 펄스파워를 이용한 확공형 앵커공법 개발 김태훈EQU 유틸리티 기반 상수도시스템 에너지 효율화 및 모니터링 기술 개발 1485016136.0 2.02e+19 NFEC-2019-10-258493 2019.0 2019.0 P23 환경부 B014 글로벌탑환경기술개발사업 ZA13580 10411.0 기타 정보기술 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 EH0202 정수장 효율향상/고도처리기술 nan nan nan nan,"0.6507636995893945,0.5759230632755816,0.5710880434740304,0.5579151101706613,0.5543969263431231,0.5465749580247969,0.5447132922820452,0.5335737101127628,0.5292071181007498,0.5154766439631397"
(주)대우건설,펄스파워를 이용한 확공형 앵커공법 개발 대한민국 1615000088.0 펄스파워를 이용한 확공형 앵커공법 개발 김태훈EQU 슬러지 고온 용해 유기산을 외부탄소원으로 하는 수직형 MBR 고도하수처리기술 개발 1480002837.0 2.01e+19 NFEC-2011-01-133971 2003.0 2003.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50000.0 ET분야 30000.0 <비전Ⅲ. 환경/에너지 프론티어 진흥> N 환경 nan nan nan nan,"0.7339648927399391,0.6615806782937795,0.6510929486976712,0.5762774697676757,0.5760726715466433,0.5714432503922622,0.5562836210109131,0.5547639791536456,0.546932771562914,0.5440500113267895"
(주)대우건설,펄스파워를 이용한 확공형 앵커공법 개발 대한민국 1615000088.0 펄스파워를 이용한 확공형 앵커공법 개발 김태훈EQU Bio magnetite를 이용한 고도하수처리 1480001273.0 2.01e+19 NFEC-2009-03-069879 2006.0 2005.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50000.0 ET분야 30000.0 <비전Ⅲ. 환경/에너지 프론티어 진흥> N 환경 nan nan nan nan,"0.7339648927399391,0.6507361176085045,0.6138344010117893,0.5746828086337231,0.5599572896345684,0.5506269947464721,0.5220750125962008,0.5154766439631397,0.5134954246098873,0.5120062032775469"
(주)대우건설,"흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 대한민국 1485005942.0 흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 김병환EQU 에너지 환경 대응형 복합 외피·창호/공조시스템 기술개발 1415095685.0 2.01e+19 NFEC-2011-01-134058 2009.0 2008.0 N38 지식경제부 200807451400301A 에너지자원기술개발 ZA13580 50218.0 기타 에너지기술 41000.0 기존건물 수명연장 기술 O3 에너지·자원 nan 에너지 효율기술 nan nan","0.8809896982311711,0.7911556068200167,0.7861060852552008,0.7527459829338738,0.750243079529494,0.7425812240823835,0.738198465439321,0.7300138106987257,0.7295037229057433,0.6510657491339086"
(주)대우건설,"흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 대한민국 1485005942.0 흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 김병환EQU 건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발 1485007933.0 2.01e+19 NFEC-2011-01-135823 2009.0 2009.0 N34 환경부 1 차세대 핵심환경기술개발 ZA13580 50115.0 환경관리·정보 및 시스템기술 30700.0 위해성 관리를 통한 환경보건기술 O05 소음/진동관리 nan nan nan nan","0.7474463480821801,0.74448634346071,0.7354854920562566,0.7295037229057433,0.7270158507843977,0.710997527826473,0.706348321542087,0.704758407658276,0.704432430172784,0.6808015448871927"
(주)대우건설,"흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 대한민국 1485005942.0 흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 김병환EQU 고성능 다기능 콘크리트 개발 및 활용기술 1615000891.0 2.01e+19 NFEC-2011-01-134331 2010.0 2009.0 N17 국토해양부 31 건설기술혁신사업 ZA13580 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 P04 건설시공/재료 nan nan nan nan","0.76732854339251,0.7624987829326104,0.757768647729098,0.750243079529494,0.7407097618343097,0.7270158507843977,0.7268015012163168,0.7204338102925896,0.7178795044375942,0.6644958229486346"
(주)대우건설,"흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 대한민국 1485005942.0 흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 김병환EQU 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 1415079941.0 2.01e+19 NFEC-2009-10-074531 2007.0 2007.0 38 산업자원부 2.01E+13 신재생에너지기술개발 ZA13580 50216.0 바이오에너지 기술 31600.0 바이오에너지기술 O5 에너지·자원 nan 신·재생에너지 nan nan","0.7496752280787656,0.7425812240823835,0.7420432253900566,0.7379350733930914,0.7178795044375942,0.7109326458761233,0.706348321542087,0.7035512994055986,0.6950415079992593,0.677237270906404"
(주)대우건설,"흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 대한민국 1485005942.0 흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 김병환EQU 저에너지 건물 구현을 위한 융복합기술 실증사업 1415114738.0 2.01e+19 NFEC-2011-11-150594 2011.0 2010.0 N38 지식경제부 200807451400301A 에너지자원기술개발지원 ZA13580 50211.0 에너지소재 기술 31300.0 에너지 소재기술 M05 전력IT nan nan nan nan","0.7959726163366473,0.7911556068200167,0.7776945377446517,0.7624987829326104,0.7458897323801168,0.7421650046105398,0.7398759740868621,0.7379350733930914,0.7354854920562566,0.6372308127363795"
(주)대우건설,"흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 대한민국 1485005942.0 흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 김병환EQU 수영용수 수준의 하수 고도처리를 위한 I3 system 실용화 1480002535.0 2.01e+19 NFEC-2011-01-133924 2006.0 2006.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50113.0 수질오염처리 및 재이용기술 30200.0 수질관리 및 수자원 확보기술 N2 환경 nan 환경오염제어·관리기술 nan nan","0.7989631617748951,0.7509858794365173,0.7398759740868621,0.7355085965072945,0.7300138106987257,0.7204338102925896,0.704758407658276,0.7040325784823621,0.6950415079992593,0.6775882446088387"
(주)대우건설,"흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 대한민국 1485005942.0 흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 김병환EQU (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 1415104261.0 2.01e+19 NFEC-2011-01-135822 2009.0 2009.0 N38 지식경제부 U40005 에너지자원기술개발지원 ZA13580 50218.0 기타 에너지기술 41000.0 기존건물 수명연장 기술 M99 기타 에너지/자원 nan nan nan nan","0.8809896982311711,0.7959726163366473,0.7814911370106327,0.76732854339251,0.7496752280787656,0.7474463480821801,0.745025271388985,0.7445424931939607,0.7355085965072945,0.6404581531490148"
(주)대우건설,"흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 대한민국 1485005942.0 흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 김병환EQU 유틸리티 기반 상수도시스템 에너지 효율화 및 모니터링 기술 개발 1485016136.0 2.02e+19 NFEC-2019-10-258493 2019.0 2019.0 P23 환경부 B014 글로벌탑환경기술개발사업 ZA13580 10411.0 기타 정보기술 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 EH0202 정수장 효율향상/고도처리기술 nan nan nan nan","0.7487894359576626,0.7445424931939607,0.7421650046105398,0.7407097618343097,0.738198465439321,0.7143710396183199,0.7109326458761233,0.704432430172784,0.7040325784823621,0.676471554456059"
(주)대우건설,"흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 대한민국 1485005942.0 흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 김병환EQU 슬러지 고온 용해 유기산을 외부탄소원으로 하는 수직형 MBR 고도하수처리기술 개발 1480002837.0 2.01e+19 NFEC-2011-01-133971 2003.0 2003.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50000.0 ET분야 30000.0 <비전Ⅲ. 환경/에너지 프론티어 진흥> N 환경 nan nan nan nan","0.8610346567529313,0.7527459829338738,0.7509858794365173,0.7458897323801168,0.745025271388985,0.7268015012163168,0.7143710396183199,0.710997527826473,0.7035512994055986,0.674578446797897"
(주)대우건설,"흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 대한민국 1485005942.0 흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 김병환EQU Bio magnetite를 이용한 고도하수처리 1480001273.0 2.01e+19 NFEC-2009-03-069879 2006.0 2005.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50000.0 ET분야 30000.0 <비전Ⅲ. 환경/에너지 프론티어 진흥> N 환경 nan nan nan nan","0.8610346567529313,0.7989631617748951,0.7861060852552008,0.7814911370106327,0.7776945377446517,0.757768647729098,0.7487894359576626,0.74448634346071,0.7420432253900566,0.6440401682623345"
